partType,name,image,url,brand,socket,speed,coreCount,threadCount,power
cpu,Intel Core i5-7400T 2.4 GHz Quad-Core Processor (BXC80677I57400T),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/ksBrxr/intel-core-i5-7400t-24ghz-quad-core-processor-bxc80677i57400t,Intel,LGA 1151,2.4,4,4,50
cpu,Intel Core i5-7600T 2.8 GHz Quad-Core Processor (BXC80677I57600T),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/fjKhP6/intel-core-i5-7600t-28ghz-quad-core-processor-bxc80677i57600t,Intel,LGA 1151,2.8,4,4,50
cpu,Intel Core i5-7640X 4 GHz Quad-Core Processor (BXC80677I57640X),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/VdkwrH/intel-core-i5-7640x-40ghz-quad-core-processor-bxc80677i57640x,Intel,LGA 1151,4.0,4,4,50
cpu,Intel Core i5-750S 2.4 GHz Quad-Core OEM/Tray Processor (BV80605003213AH),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/c8ckcf/intel-cpu-bv80605003213ah,Intel,LGA 1151,2.4,4,4,50
cpu,Intel Core i5-7500T 2.7 GHz Quad-Core Processor (BXC80677I57500T),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/6dwqqs/intel-core-i5-7500t-27ghz-quad-core-processor-bxc80677i57500t,Intel,LGA 1151,2.7,4,4,50
cpu,Intel Core i7-7700K 4.2 GHz Quad-Core Processor (BX80677I77700K),https://cdna.pcpartpicker.com/static/forever/images/product/e466732c63d1d636cf13e256bb7cf5ff.256p.jpg,https://pcpartpicker.com/product/VKx9TW/intel-core-i7-7700k-42ghz-quad-core-processor-bx80677i77700k,Intel,LGA 1151,4.2,4,8,65
cpu,Intel Core i7-7700 3.6 GHz Quad-Core Processor (BX80677I77700),https://cdna.pcpartpicker.com/static/forever/images/product/f927492257891d8bb2daf4b33d4a764f.256p.jpg,https://pcpartpicker.com/product/9mRFf7/intel-core-i7-7700-36ghz-quad-core-processor-bx80677i77700,Intel,LGA 1151,3.6,4,8,65
cpu,Intel Core i7-7740X 4.3 GHz Quad-Core Processor (BX80677I77740X),https://m.media-amazon.com/images/I/514q5szhFSL.jpg,https://pcpartpicker.com/product/FJL7YJ/intel-core-i7-7740x-43ghz-quad-core-processor-bx80677i77740x,Intel,LGA 1151,4.3,4,8,65
cpu,Intel Core i7-7700 3.6 GHz Quad-Core OEM/Tray Processor (CM8067702868314),https://m.media-amazon.com/images/I/41GKAuFuNGL.jpg,https://pcpartpicker.com/product/RPhj4D/intel-core-i7-7700-36ghz-quad-core-oemtray-processor-cm8067702868314,Intel,LGA 1151,3.6,4,8,65
cpu,Intel Core i7-7700K 4.2 GHz Quad-Core OEM/Tray Processor (CM8067702868535),https://cdna.pcpartpicker.com/static/forever/images/product/193949e9182e432fc45535b8a557b977.256p.jpg,https://pcpartpicker.com/product/73jWGX/intel-core-i7-7700k-42ghz-quad-core-oemtray-processor-cm8067702868535,Intel,LGA 1151,4.2,4,8,65
cpu,Intel Core i7-7820X 3.6 GHz 8-Core Processor (BX80673I77820X),https://cdna.pcpartpicker.com/static/forever/images/product/d89b878886f1e1afa45aa618a95f4136.256p.jpg,https://pcpartpicker.com/product/C2dFf7/intel-i7-7820x-36ghz-8-core-processor-bx80673i77820x,Intel,LGA 1151,3.6,4,8,65
cpu,Intel Core i7-7700T 2.9 GHz Quad-Core OEM/Tray Processor (CM8067702868416),https://images-eu.ssl-images-amazon.com/images/I/51MlS0N4OdL.jpg,https://pcpartpicker.com/product/wZPzK8/intel-core-i7-7700t-29ghz-quad-core-oemtray-processor-cm8067702868416,Intel,LGA 1151,2.9,4,8,65
cpu,Intel Core i7-7800X 3.5 GHz 6-Core Processor (BX80673I77800X),https://cdna.pcpartpicker.com/static/forever/images/product/d89b878886f1e1afa45aa618a95f4136.256p.jpg,https://pcpartpicker.com/product/ymtWGX/intel-core-i7-7800x-35ghz-6-core-processor-bx80673i77800x,Intel,LGA 1151,3.5,4,8,65
cpu,Intel Core i7-7800X 3.5 GHz 6-Core OEM/Tray Processor (CD8067303287002),https://cdna.pcpartpicker.com/static/forever/images/product/691467fd1a461dd708186f4dc35d71c5.256p.jpg,https://pcpartpicker.com/product/sbJkcf/intel-core-i7-7800x-35ghz-6-core-oemtray-processor-cd8067303287002,Intel,LGA 1151,3.5,4,8,65
cpu,Intel Core i7-7700T 2.9 GHz Quad-Core Processor (BX80677I77700T),https://cdna.pcpartpicker.com/static/forever/images/product/193949e9182e432fc45535b8a557b977.256p.jpg,https://pcpartpicker.com/product/GDX2FT/intel-core-i7-7700t-29ghz-quad-core-processor-bx80677i77700t,Intel,LGA 1151,2.9,4,8,65
cpu,Intel Core i7-7740X 4.3 GHz Quad-Core OEM/Tray Processor (CM8067702868631),https://cdna.pcpartpicker.com/static/forever/images/product/691467fd1a461dd708186f4dc35d71c5.256p.jpg,https://pcpartpicker.com/product/QCx9TW/intel-core-i7-7740x-43ghz-quad-core-oemtray-processor-cm8067702868631,Intel,LGA 1151,4.3,4,8,65
cpu,Intel Core i7-7820X 3.6 GHz 8-Core OEM/Tray Processor (CD8067303611000),https://cdna.pcpartpicker.com/static/forever/images/product/691467fd1a461dd708186f4dc35d71c5.256p.jpg,https://pcpartpicker.com/product/DbJkcf/intel-i7-7820x-36ghz-8-core-oemtray-processor-cd8067303611000,Intel,LGA 1151,3.6,4,8,65
cpu,Intel Core i7-7800X 3.5 GHz 6-Core Processor (BXC80673I77800X),https://cdna.pcpartpicker.com/static/forever/images/product/10e2d58a6350440879e268a000cf73c2.256p.jpg,https://pcpartpicker.com/product/djzZxr/intel-core-i7-7800x-35ghz-6-core-processor-bxc80673i77800x,Intel,LGA 1151,3.5,4,8,65
cpu,Intel Core i7-7700T 2.9 GHz Quad-Core Processor (BXC80677I77700T),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/MgNypg/intel-core-i7-7700t-29ghz-quad-core-processor-bxc80677i77700t,Intel,LGA 1151,2.9,4,8,65
cpu,Intel Core i7-7820X 3.6 GHz 8-Core Processor (BXC80673I77820X),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/cZM323/intel-i7-7820x-36ghz-8-core-processor-bxc80673i77820x,Intel,LGA 1151,3.6,4,8,65
cpu,Intel Core i7-7740X 4.3 GHz Quad-Core Processor (BXC80677I77740X),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/3cX2FT/intel-core-i7-7740x-43ghz-quad-core-processor-bxc80677i77740x,Intel,LGA 1151,4.3,4,8,65
cpu,Intel Core i9-7900X 3.3 GHz 10-Core Processor (BX80673I97900X),https://cdna.pcpartpicker.com/static/forever/images/product/934aeb46f8ae9d26bed3d673b7c635c9.256p.jpg,https://pcpartpicker.com/product/GmtWGX/intel-core-i9-7900x-33ghz-10-core-processor-bx80673i97900x,Intel,LGA 1151,3.3,10,20,150
cpu,Intel Core i9-7960X 2.8 GHz 16-Core OEM/Tray Processor (CD8067303734802),https://cdna.pcpartpicker.com/static/forever/images/product/86dc01a773c3d1f95ea91de2819a7848.256p.jpg,https://pcpartpicker.com/product/kZkwrH/intel-core-i9-7960x-28ghz-16-core-oemtray-processor-cd8067303734802,Intel,LGA 1151,2.8,10,20,150
cpu,Intel Core i9-7920X 2.9 GHz 12-Core Processor (BX80673I97920X),https://cdna.pcpartpicker.com/static/forever/images/product/b4777c982f9e93e78c9726b88618ad3a.256p.jpg,https://pcpartpicker.com/product/x3648d/intel-core-i9-7920x-29ghz-12-core-processor-bx80673i97920x,Intel,LGA 1151,2.9,10,20,150
cpu,Intel Core i9-7980XE 2.6 GHz 18-Core Processor (BX80673I97980X),https://cdna.pcpartpicker.com/static/forever/images/product/ea6fb7fd04b7ce82ea8d3e1804736d1c.256p.jpg,https://pcpartpicker.com/product/8cdFf7/intel-core-i9-7980xe-26ghz-18-core-processor-bx80673i97980x,Intel,LGA 1151,2.6,10,20,150
cpu,Intel Core i9-7960X 2.8 GHz 16-Core Processor (BX80673I97960X),https://cdna.pcpartpicker.com/static/forever/images/product/b4777c982f9e93e78c9726b88618ad3a.256p.jpg,https://pcpartpicker.com/product/r87CmG/intel-core-i9-7960x-28ghz-16-core-processor-bx80673i97960x,Intel,LGA 1151,2.8,10,20,150
cpu,Intel Core i9-7900X 3.3 GHz 10-Core OEM/Tray Processor (CD8067303286804),https://cdna.pcpartpicker.com/static/forever/images/product/691467fd1a461dd708186f4dc35d71c5.256p.jpg,https://pcpartpicker.com/product/wwBrxr/intel-core-i9-7900x-33ghz-10-core-oemtray-processor-cd8067303286804,Intel,LGA 1151,3.3,10,20,150
cpu,Intel Core i9-7980XE 2.6 GHz 18-Core OEM/Tray Processor (CD8067303734902),https://cdna.pcpartpicker.com/static/forever/images/product/86dc01a773c3d1f95ea91de2819a7848.256p.jpg,https://pcpartpicker.com/product/mzzZxr/intel-core-i9-7980xe-26ghz-18-core-oemtray-processor-cd8067303734902,Intel,LGA 1151,2.6,10,20,150
cpu,Intel Core i9-7940X 3.1 GHz 14-Core Processor (BX80673I97940X),https://cdna.pcpartpicker.com/static/forever/images/product/0c4f4756421e42c4211a76f1e1219a22.256p.jpg,https://pcpartpicker.com/product/HFBrxr/intel-core-i9-7940x-31ghz-14-core-processor-bx80673i97940x,Intel,LGA 1151,3.1,10,20,150
cpu,Intel Core i9-7920X 2.9 GHz 12-Core OEM/Tray Processor (CD8067303753300),https://images-na.ssl-images-amazon.com/images/I/31SsklWAJzL.jpg,https://pcpartpicker.com/product/kMRFf7/intel-core-i9-7920x-29ghz-12-core-oemtray-processor-cd8067303753300,Intel,LGA 1151,2.9,10,20,150
cpu,Intel Core i9-7940X 3.1 GHz 14-Core OEM/Tray Processor (CD8067303734701),https://images-eu.ssl-images-amazon.com/images/I/51jVF96A0XL.jpg,https://pcpartpicker.com/product/8rc48d/intel-core-i9-7940x-31ghz-14-core-oemtray-processor-cd8067303734701,Intel,LGA 1151,3.1,10,20,150
cpu,Intel Core i9-7900X 3.3 GHz 10-Core Processor (BXC80673I97900X),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/MG8H99/intel-core-i9-7900x-33ghz-10-core-processor-bxc80673i97900x,Intel,LGA 1151,3.3,10,20,150
cpu,Intel Core i3-8100 3.6 GHz Quad-Core Processor (BX80684I38100),https://cdna.pcpartpicker.com/static/forever/images/product/907d3d6fa5bcbf87be2045d806ccadd7.256p.jpg,https://pcpartpicker.com/product/YqKhP6/intel-core-i3-8100-36ghz-4-core-processor-bx80684i38100,Intel,LGA 1151,3.6,4,4,50
cpu,Intel Core i3-8350K 4 GHz Quad-Core Processor (BX80684I38350K),https://cdna.pcpartpicker.com/static/forever/images/product/c96f59d30a42a70cb371b93507d7eea1.256p.jpg,https://pcpartpicker.com/product/fCs8TW/intel-core-i3-8350k-40ghz-quad-core-processor-bx80684i38350k,Intel,LGA 1151,4.0,4,4,50
cpu,Intel Core i3-8100 3.6 GHz Quad-Core OEM/Tray Processor (CM8068403377308),https://images-eu.ssl-images-amazon.com/images/I/51rVnr94h7L.jpg,https://pcpartpicker.com/product/ZvzZxr/intel-core-i3-8100-36ghz-6-core-oemtray-processor-cm8068403377308,Intel,LGA 1151,3.6,4,4,50
cpu,Intel Core i3-8100T 3.1 GHz Quad-Core OEM/Tray Processor (CM8068403377415),https://m.media-amazon.com/images/I/51rYvBRk8LL.jpg,https://pcpartpicker.com/product/ftKcCJ/intel-core-i3-8100t-31ghz-quad-core-oemtray-processor-cm8068403377415,Intel,LGA 1151,3.1,4,4,50
cpu,Intel Core i3-8300 3.7 GHz Quad-Core Processor (BX80684I38300),https://cdna.pcpartpicker.com/static/forever/images/product/5c92fd399303b10e4c5ea8015ec47f39.256p.jpg,https://pcpartpicker.com/product/r3m323/intel-core-i3-8300-37ghz-quad-core-processor-bx80684i38300,Intel,LGA 1151,3.7,4,4,50
cpu,Intel Core i3-8350K 4 GHz Quad-Core OEM/Tray Processor (CM8068403376809),https://images-eu.ssl-images-amazon.com/images/I/51rVnr94h7L.jpg,https://pcpartpicker.com/product/42gPxr/intel-core-i3-8350k-40ghz-quad-core-oemtray-processor-cm8068403376809,Intel,LGA 1151,4.0,4,4,50
cpu,Intel Core i3-8300T 3.2 GHz Quad-Core OEM/Tray Processor (CM8068403377212),https://cdna.pcpartpicker.com/static/forever/images/product/67d6c57eae5170d56282ab69bf97d70b.256p.jpg,https://pcpartpicker.com/product/Rhm323/intel-core-i3-8300t-32ghz-quad-core-oemtray-processor-cm8068403377212,Intel,LGA 1151,3.2,4,4,50
cpu,Intel Core i3-8300 3.7 GHz Quad-Core OEM/Tray Processor (CM8068403377111),https://m.media-amazon.com/images/I/419bs0UMD0L.jpg,https://pcpartpicker.com/product/2pm323/intel-core-i3-8300-37ghz-quad-core-oemtray-processor-cm8068403377111,Intel,LGA 1151,3.7,4,4,50
cpu,Intel Core i5-8400 2.8 GHz 6-Core Processor (BX80684I58400),https://cdna.pcpartpicker.com/static/forever/images/product/066a1b8f33dd5d26a14a4a76eb254032.256p.jpg,https://pcpartpicker.com/product/LHYWGX/intel-core-i5-8400-28ghz-6-core-processor-bx80684i58400,Intel,LGA 1151,2.8,6,6,50
cpu,Intel Core i5-8600K 3.6 GHz 6-Core Processor (BX80684I58600K),https://cdna.pcpartpicker.com/static/forever/images/product/aa134167a714bcf301976f148b735237.256p.jpg,https://pcpartpicker.com/product/Mr2rxr/intel-core-i5-8600k-36ghz-6-core-processor-bx80684i58600k,Intel,LGA 1151,3.6,6,6,50
cpu,Intel Core i5-8500 3 GHz 6-Core Processor (BX80684I58500),https://cdna.pcpartpicker.com/static/forever/images/product/028ee303e2f6aed00ffa4a750f24b033.256p.jpg,https://pcpartpicker.com/product/kFKcCJ/intel-core-i5-8500-3ghz-6-core-processor-bx80684i58500,Intel,LGA 1151,3.0,6,6,50
cpu,Intel Core i5-8400 2.8 GHz 6-Core OEM/Tray Processor (CM8068403358811),https://cdna.pcpartpicker.com/static/forever/images/product/781c3da4b04a14f5556a6bc7ad7907de.256p.jpg,https://pcpartpicker.com/product/NZgPxr/intel-core-i5-8400-28ghz-6-core-oemtray-processor-cm8068403358811,Intel,LGA 1151,2.8,6,6,50
cpu,Intel Core i5-8600 3.1 GHz 6-Core Processor (BX80684I58600),https://m.media-amazon.com/images/I/51yRjfYzahL.jpg,https://pcpartpicker.com/product/XMTPxr/intel-core-i5-8600-31ghz-6-core-processor-bx80684i58600,Intel,LGA 1151,3.1,6,6,50
cpu,Intel Core i5-8500T 2.1 GHz 6-Core OEM/Tray Processor (CM8068403362509),https://m.media-amazon.com/images/I/41wcBEPMK1L.jpg,https://pcpartpicker.com/product/PLw7YJ/intel-core-i5-8500t-21ghz-6-core-oemtray-processor-cm8068403362509,Intel,LGA 1151,2.1,6,6,50
cpu,Intel Core i5-8600K 3.6 GHz 6-Core OEM/Tray Processor (CM8068403358508),https://cdna.pcpartpicker.com/static/forever/images/product/781c3da4b04a14f5556a6bc7ad7907de.256p.jpg,https://pcpartpicker.com/product/GNX2FT/intel-core-i5-8600k-36ghz-6-core-oemtray-processor-cm8068403358508,Intel,LGA 1151,3.6,6,6,50
cpu,Intel Core i5-8500 3 GHz 6-Core OEM/Tray Processor (CM8068403362607),https://m.media-amazon.com/images/I/41D9PjWrEgL.jpg,https://pcpartpicker.com/product/mYQG3C/intel-core-i5-8500-3ghz-6-core-oemtray-processor-cm8068403362607,Intel,LGA 1151,3.0,6,6,50
cpu,Intel Core i5-8400T 1.7 GHz 6-Core OEM/Tray Processor (CM8068403358913),https://images-eu.ssl-images-amazon.com/images/I/41wcBEPMK1L.jpg,https://pcpartpicker.com/product/4mF48d/intel-core-i5-8400t-17ghz-6-core-oemtray-processor-cm8068403358913,Intel,LGA 1151,1.7,6,6,50
cpu,Intel Core i5-8600 3.1 GHz 6-Core OEM/Tray Processor (CM8068403358607),https://m.media-amazon.com/images/I/41gKojt3OHL.jpg,https://pcpartpicker.com/product/khm323/intel-core-i5-8600-31ghz-6-core-oemtray-processor-cm8068403358607,Intel,LGA 1151,3.1,6,6,50
cpu,Intel Core i5-8600T 2.3 GHz 6-Core OEM/Tray Processor (CM8068403358708),https://cdna.pcpartpicker.com/static/forever/images/product/67d6c57eae5170d56282ab69bf97d70b.256p.jpg,https://pcpartpicker.com/product/8Lw7YJ/intel-core-i5-8600t-23ghz-6-core-oemtray-processor-cm8068403358708,Intel,LGA 1151,2.3,6,6,50
cpu,Intel Core i7-8700K 3.7 GHz 6-Core Processor (BX80684I78700K),https://cdna.pcpartpicker.com/static/forever/images/product/d7dea28613ac935e748d330d16ffea69.256p.jpg,https://pcpartpicker.com/product/sxDzK8/intel-core-i7-8700k-37ghz-6-core-processor-bx80684i78700k,Intel,LGA 1151,3.7,6,12,65
cpu,Intel Core i7-8700 3.2 GHz 6-Core Processor (BX80684I78700),https://cdna.pcpartpicker.com/static/forever/images/product/f3ce94aa244dd18d676b1f63f20001cd.256p.jpg,https://pcpartpicker.com/product/C9hj4D/intel-core-i7-8700-32ghz-6-core-processor-bx80684i78700,Intel,LGA 1151,3.2,6,12,65
cpu,Intel Core i7-8700K 3.7 GHz 6-Core OEM/Tray Processor (CM8068403358220),https://cdna.pcpartpicker.com/static/forever/images/product/4c66195cca0b7d335a79c8649245abfa.256p.jpg,https://pcpartpicker.com/product/cjPzK8/intel-core-i7-8700k-37ghz-6-core-processor-cm8068403358220,Intel,LGA 1151,3.7,6,12,65
cpu,Intel Core i7-8700 3.2 GHz 6-Core OEM/Tray Processor (CM8068403358316),https://cdna.pcpartpicker.com/static/forever/images/product/0fcd072945a17e488acd2e3e5592785e.256p.jpg,https://pcpartpicker.com/product/DTdFf7/intel-core-i7-8700-32ghz-6-core-oemtray-processor-cm8068403358316,Intel,LGA 1151,3.2,6,12,65
cpu,Intel Core i7-8086K 4 GHz 6-Core Processor (BX80684I78086K),https://cdna.pcpartpicker.com/static/forever/images/product/452fefc7712153b364268a36d1674efb.256p.jpg,https://pcpartpicker.com/product/CgqhP6/intel-core-i7-8086k-4ghz-6-core-processor-bx80684i78086k,Intel,LGA 1151,4.0,6,12,65
cpu,Intel Core i7-860 2.8 GHz Quad-Core Processor (BX80605I7860),https://m.media-amazon.com/images/I/51Pf-Co5+iL.jpg,https://pcpartpicker.com/product/dZmLrH/intel-cpu-bx80605i7860,Intel,LGA 1151,2.8,6,12,65
cpu,Intel Core i7-870 2.93 GHz Quad-Core Processor (BX80605I7870),https://images-na.ssl-images-amazon.com/images/I/51I3Mrs5YSL.jpg,https://pcpartpicker.com/product/XDvRsY/intel-cpu-bx80605i7870,Intel,LGA 1151,2.93,6,12,65
cpu,Intel Core i7-8700T 2.4 GHz 6-Core OEM/Tray Processor (CM8068403358413),https://m.media-amazon.com/images/I/419bs0UMD0L.jpg,https://pcpartpicker.com/product/bFKcCJ/intel-core-i7-8700t-24ghz-6-core-oemtray-processor-cm8068403358413,Intel,LGA 1151,2.4,6,12,65
cpu,Intel Core i7-870 2.93 GHz Quad-Core OEM/Tray Processor (BV80605001905AI),https://m.media-amazon.com/images/I/41sDSImrG4S.jpg,https://pcpartpicker.com/product/vX7wrH/intel-cpu-bv80605001905ai,Intel,LGA 1151,2.93,6,12,65
cpu,Intel Core i7-860 2.8 GHz Quad-Core OEM/Tray Processor (BV80605001908AK),https://m.media-amazon.com/images/I/41odd6ve4iL.jpg,https://pcpartpicker.com/product/yYZQzy/intel-cpu-bv80605001908ak,Intel,LGA 1151,2.8,6,12,65
cpu,Intel Core i7-875K 2.93 GHz Quad-Core Processor (BX80605I7875K),https://cdna.pcpartpicker.com/static/forever/images/product/27657366995fc2ffda0f5121efe94284.256p.jpg,https://pcpartpicker.com/product/hbYXsY/intel-cpu-bx80605i7875k,Intel,LGA 1151,2.93,6,12,65
cpu,Intel Core i7-880 3.06 GHz Quad-Core OEM/Tray Processor (BV80605002505AG),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/HCQypg/intel-cpu-bv80605002505ag,Intel,LGA 1151,3.06,6,12,65
cpu,Intel Core i7-860S 2.53 GHz Quad-Core Processor (BX80605I7860S),https://images-na.ssl-images-amazon.com/images/I/51yu3G2AxPL.jpg,https://pcpartpicker.com/product/JcsKHx/intel-cpu-bx80605i7860s,Intel,LGA 1151,2.53,6,12,65
cpu,Intel Core i7-870S 2.667 GHz Quad-Core OEM/Tray Processor (BV80605004494AB),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/92kj4D/intel-core-i7-870s-267ghz-quad-core-oemtray-processor-bv80605004494ab,Intel,LGA 1151,2.667,6,12,65
cpu,Intel Core i7-870S 2.667 GHz Quad-Core Processor (BX80605I7870S),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/7Gkj4D/intel-core-i7-870s-267ghz-quad-core-processor-bx80605i7870s,Intel,LGA 1151,2.667,6,12,65
cpu,Intel Core i7-860S 2.53 GHz Quad-Core OEM/Tray Processor (BV80605003210AD),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/PZmLrH/intel-cpu-bv80605003210ad,Intel,LGA 1151,2.53,6,12,65
cpu,Intel Core i3-9100F 3.6 GHz Quad-Core Processor (BX80684i39100F),https://cdna.pcpartpicker.com/static/forever/images/product/0d74fb44f832ad674549787311aafa0f.256p.jpg,https://pcpartpicker.com/product/YTbwrH/intel-core-i3-9100f-36-ghz-quad-core-processor-bx80684i39100f,Intel,LGA 1151,3.6,4,4,50
cpu,Intel Core i3-9100 3.6 GHz Quad-Core Processor (BX80684I39100),https://cdna.pcpartpicker.com/static/forever/images/product/46badc31f619c275800a79476709e08f.256p.jpg,https://pcpartpicker.com/product/NfKcCJ/intel-core-i3-9100-36-ghz-quad-core-processor-bx80684i39100,Intel,LGA 1151,3.6,4,4,50
cpu,Intel Core i3-9350KF 4 GHz Quad-Core Processor (BX80684I39350KF),https://cdna.pcpartpicker.com/static/forever/images/product/b832802a56c229f75ef6adf54fad250c.256p.jpg,https://pcpartpicker.com/product/DDtQzy/intel-core-i3-9350kf-4-ghz-quad-core-processor-bx80684i39350kf,Intel,LGA 1151,4.0,4,4,50
cpu,Intel Core i3-9100T 3.1 GHz Quad-Core OEM/Tray Processor (CM8068403377425),https://cdna.pcpartpicker.com/static/forever/images/product/f62f18577936ae8113c27a7a9c44a83e.256p.jpg,https://pcpartpicker.com/product/HzK2FT/intel-core-i3-9100t-31-ghz-quad-core-oemtray-processor-cm8068403377425,Intel,LGA 1151,3.1,4,4,50
cpu,Intel Core i3-9300 3.7 GHz Quad-Core Processor (BX80684I39300),https://cdna.pcpartpicker.com/static/forever/images/product/b1278728300f0159c35c67b39ea7ce46.256p.jpg,https://pcpartpicker.com/product/QD4BD3/intel-core-i3-9300-37-ghz-quad-core-processor-bx80684i39300,Intel,LGA 1151,3.7,4,4,50
cpu,Intel Core i3-9300 3.7 GHz Quad-Core OEM/Tray Processor (CM8068403377117),https://cdna.pcpartpicker.com/static/forever/images/product/f62f18577936ae8113c27a7a9c44a83e.256p.jpg,https://pcpartpicker.com/product/p2FKHx/intel-core-i3-9300-37-ghz-quad-core-oemtray-processor-cm8068403377117,Intel,LGA 1151,3.7,4,4,50
cpu,Intel Core i3-9350K 4 GHz Quad-Core OEM/Tray Processor (CM8068403376821),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/3ypmP6/intel-core-i3-9350k-4-ghz-quad-core-oemtray-processor-cm8068403376821,Intel,LGA 1151,4.0,4,4,50
cpu,Intel Core i3-9320 3.7 GHz Quad-Core Processor (BX80684I39320),https://cdna.pcpartpicker.com/static/forever/images/product/877c0eccd6e14982bb378fd9cf884f1f.256p.jpg,https://pcpartpicker.com/product/qp9tt6/intel-core-i3-9320-37-ghz-quad-core-processor-bx80684i39320,Intel,LGA 1151,3.7,4,4,50
cpu,Intel Core i3-9320 3.7 GHz Quad-Core OEM/Tray Processor (CM8068403376914),https://cdna.pcpartpicker.com/static/forever/images/product/f62f18577936ae8113c27a7a9c44a83e.256p.jpg,https://pcpartpicker.com/product/gttKHx/intel-core-i3-9320-37-ghz-quad-core-oemtray-processor-cm8068403376914,Intel,LGA 1151,3.7,4,4,50
cpu,Intel Core i3-9350K 4 GHz Quad-Core Processor (BX80684I39350K),https://cdna.pcpartpicker.com/static/forever/images/product/f50b7e267212207b24b39b85ec8e5b47.256p.jpg,https://pcpartpicker.com/product/FgXYcf/intel-core-i3-9350k-4-ghz-quad-core-processor-bx80684i39350k,Intel,LGA 1151,4.0,4,4,50
cpu,Intel Core i5-9400F 2.9 GHz 6-Core Processor (BX80684I59400F),https://cdna.pcpartpicker.com/static/forever/images/product/3b2d769c28b9890779f87a7568887dfc.256p.jpg,https://pcpartpicker.com/product/T47v6h/intel-core-i5-9400f-29-ghz-6-core-processor-bx80684i59400f,Intel,LGA 1151,2.9,6,6,50
cpu,Intel Core i5-9600K 3.7 GHz 6-Core Processor (BX80684I59600K),https://cdna.pcpartpicker.com/static/forever/images/product/33f96aec821c5c10f4b1fd636a7d1881.256p.jpg,https://pcpartpicker.com/product/28qhP6/intel-core-i5-9600k-37ghz-6-core-processor-bx80684i59600k,Intel,LGA 1151,3.7,6,6,50
cpu,Intel Core i5-9400 2.9 GHz 6-Core Processor (BX80684I59400),https://cdna.pcpartpicker.com/static/forever/images/product/64bf363daabaca441f6b8f07b54005cc.256p.jpg,https://pcpartpicker.com/product/V4RzK8/intel-core-i5-9400-29-ghz-6-core-processor-bx80684i59400,Intel,LGA 1151,2.9,6,6,50
cpu,Intel Core i5-9600KF 3.7 GHz 6-Core Processor (BX80684I59600KF),https://cdna.pcpartpicker.com/static/forever/images/product/658de8a85dd1c0af16b8f020ed5bb2da.256p.jpg,https://pcpartpicker.com/product/MBMwrH/intel-core-i5-9600kf-37-ghz-6-core-processor-bx80684i59600kf,Intel,LGA 1151,3.7,6,6,50
cpu,Intel Core i5-9400F 2.9 GHz 6-Core OEM/Tray Processor (CM8068403358819),https://cdna.pcpartpicker.com/static/forever/images/product/04f08a1dee17429cdf0a6021ebe5351d.256p.jpg,https://pcpartpicker.com/product/w9VD4D/intel-core-i5-9400f-29-ghz-6-core-oemtray-processor-cm8068403358819,Intel,LGA 1151,2.9,6,6,50
cpu,Intel Core i5-9500 3 GHz 6-Core Processor (BX80684I59500),https://images-eu.ssl-images-amazon.com/images/I/418Vdl99UyL.jpg,https://pcpartpicker.com/product/rD4BD3/intel-core-i5-9500-3-ghz-6-core-processor-bx80684i59500,Intel,LGA 1151,3.0,6,6,50
