partType,name,image,url,type,size
memory,Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (CMK16GX4M2B3200C16),https://cdna.pcpartpicker.com/static/forever/images/product/835ab3efad1be13bbe53beef3e3c6f96.256p.jpg,https://pcpartpicker.com/product/p6RFf7/corsair-memory-cmk16gx4m2b3200c16,DDR4,16
memory,Corsair Vengeance RGB Pro 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory (CMW32GX4M2Z3600C18),https://cdna.pcpartpicker.com/static/forever/images/product/5f09867b54e9ad932b4dd1bc767f6238.256p.jpg,https://pcpartpicker.com/product/khmFf7/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-3600-memory-cmw32gx4m2z3600c18,DDR4,32
memory,Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory (CMK32GX4M2D3600C18),https://cdna.pcpartpicker.com/static/forever/images/product/11742fd6eec55fde4e3ee3a79529a111.256p.jpg,https://pcpartpicker.com/product/Yg3mP6/corsair-vengeance-lpx-32-gb-2-x-16-gb-ddr4-3600-memory-cmk32gx4m2d3600c18,DDR4,32
memory,Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (CMW16GX4M2C3200C16),https://cdna.pcpartpicker.com/static/forever/images/product/87cd8e9d02ffb0997769f4a4d5969669.256p.jpg,https://pcpartpicker.com/product/QDhKHx/corsair-vengeance-rgb-pro-16gb-2-x-8gb-ddr4-3200-memory-cmw16gx4m2c3200c16,DDR4,16
memory,Silicon Power GAMING 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (SP016GXLZU320BDAJ5),https://cdna.pcpartpicker.com/static/forever/images/product/62a4ba196f5f165e68619a63ef5d0b70.256p.jpg,https://pcpartpicker.com/product/P4FKHx/silicon-power-sp016gxlzu320bdaj5-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-sp016gxlzu320bdaj5,DDR4,16
memory,Corsair Vengeance RGB Pro SL 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory (CMH32GX4M2D3600C18W),https://cdna.pcpartpicker.com/static/forever/images/product/64079d85add71559122ffbd000911056.256p.jpg,https://pcpartpicker.com/product/bjjNnQ/corsair-vengeance-rgb-pro-sl-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-cmh32gx4m2d3600c18w,DDR4,32
memory,G.Skill Ripjaws V 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory (F4-3200C16D-32GVK),https://cdna.pcpartpicker.com/static/forever/images/product/f97fce0b44ff2447a790b0bffc74f9f3.256p.jpg,https://pcpartpicker.com/product/kXbkcf/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-f4-3200c16d-32gvk,DDR4,32
memory,Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory (CMK16GX4M2D3600C18),https://cdna.pcpartpicker.com/static/forever/images/product/a462328473351f9140c87f8c1d115ffe.256p.jpg,https://pcpartpicker.com/product/VNJtt6/corsair-16-gb-2-x-8-gb-ddr4-3600-memory-cmk16gx4m2d3600c18,DDR4,16
memory,Silicon Power GAMING 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory (SP032GXLZU320BDAJ7),https://m.media-amazon.com/images/I/51w2AbYQhcS.jpg,https://pcpartpicker.com/product/B8QcCJ/silicon-power-gaming-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-sp032gxlzu320bdaj7,DDR4,32
memory,G.Skill Ripjaws V 16 GB (2 x 8 GB) DDR4-3600 CL16 Memory (F4-3600C16D-16GVKC),https://cdna.pcpartpicker.com/static/forever/images/product/a00199d12cb22ee1dc33639a754cca79.256p.jpg,https://pcpartpicker.com/product/jBZzK8/gskill-ripjaws-v-16-gb-2-x-8-gb-ddr4-3600-memory-f4-3600c16d-16gvkc,DDR4,16
memory,Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory (CMK32GX4M2E3200C16),https://cdna.pcpartpicker.com/static/forever/images/product/ae9c14173c768f2fa9ad4d3c957e94a0.256p.jpg,https://pcpartpicker.com/product/W6ndnQ/corsair-vengeance-lpx-32-gb-2-x-16-gb-ddr4-3200-memory-cmk32gx4m2e3200c16,DDR4,32
memory,TEAMGROUP T-Force Vulcan Z 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (TLZGD416G3200HC16CDC01),https://cdna.pcpartpicker.com/static/forever/images/product/96753a64597c28e46bf80ef7064b214b.256p.jpg,https://pcpartpicker.com/product/z3VD4D/team-t-force-vulcan-z-16-gb-2-x-8-gb-ddr4-3200-memory-tlzgd416g3200hc16cdc01,DDR4,16
memory,Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (CMW16GX4M2C3200C16W),https://cdna.pcpartpicker.com/static/forever/images/product/58ab1663c77627cbf3effd27df57aa92.256p.jpg,https://pcpartpicker.com/product/vfDJ7P/corsair-vengeance-rgb-pro-16gb-2-x-8gb-ddr4-3200-memory-cmw16gx4m2c3200c16w,DDR4,16
memory,G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory (F4-3200C16D-32GTZRX),https://cdna.pcpartpicker.com/static/forever/images/product/00963d6b0a92c53e1e3c5c6de47d238f.256p.jpg,https://pcpartpicker.com/product/dHjJ7P/gskill-trident-z-rgb-32gb-2-x-16gb-ddr4-3200-memory-f4-3200c16d-32gtzrx,DDR4,32
memory,G.Skill Ripjaws V 64 GB (4 x 16 GB) DDR4-3200 CL14 Memory (F4-3200C14Q-64GVK),https://cdna.pcpartpicker.com/static/forever/images/product/30e327c37564b45a51e587a2ed584db7.256p.jpg,https://pcpartpicker.com/product/rVwqqs/gskill-memory-f43200c14q64gvk,DDR4,64
memory,Kingston FURY Beast 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (KF432C16BBK216),https://cdna.pcpartpicker.com/static/forever/images/product/f5b1674c2d725945298cd1f11d305fb7.256p.jpg,https://pcpartpicker.com/product/6YfnTW/kingston-fury-beast-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-kf432c16bbk216,DDR4,16
memory,G.Skill Trident Z RGB 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory (F4-3600C18D-16GTZRX),https://cdna.pcpartpicker.com/static/forever/images/product/d19422479fca6e5117bb55db3d25eac2.256p.jpg,https://pcpartpicker.com/product/6jBTwP/gskill-trident-z-rgb-16gb-2-x-8gb-ddr4-3600-memory-f4-3600c18d-16gtzrx,DDR4,16
memory,G.Skill Ripjaws V 32 GB (2 x 16 GB) DDR4-3600 CL16 Memory (F4-3600C16D-32GVKC),https://cdna.pcpartpicker.com/static/forever/images/product/6bd09f5257f27371c8ebf94b3a331452.256p.jpg,https://pcpartpicker.com/product/zcH8TW/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c16d-32gvkc,DDR4,32
memory,TEAMGROUP T-Force Delta RGB 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory (TF3D416G3600HC18JDC01),https://cdna.pcpartpicker.com/static/forever/images/product/a57460b491bfa8f2ffbee96d83b0941b.256p.jpg,https://pcpartpicker.com/product/7Wytt6/team-t-force-delta-rgb-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tf3d416g3600hc18jdc01,DDR4,16
memory,TEAMGROUP T-Force Vulcan Z 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory (TLZGD432G3600HC18JDC01),https://cdna.pcpartpicker.com/static/forever/images/product/01da19f16d5e4c5808f64fb9049afb68.256p.jpg,https://pcpartpicker.com/product/PJ6qqs/teamgroup-t-force-vulcan-z-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-tlzgd432g3600hc18jdc01,DDR4,32
memory,Corsair Vengeance LPX 64 GB (2 x 32 GB) DDR4-3200 CL16 Memory (CMK64GX4M2E3200C16),https://cdna.pcpartpicker.com/static/forever/images/product/ef76582ad70db194abfb960a5e7d6add.256p.jpg,https://pcpartpicker.com/product/k2mFf7/corsair-vengeance-lpx-64-gb-2-x-32-gb-ddr4-3200-memory-cmk64gx4m2e3200c16,DDR4,64
memory,G.Skill Ripjaws V 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (F4-3200C16D-16GVKB),https://cdna.pcpartpicker.com/static/forever/images/product/c75eee87606a7ee1b5f90816fc5a16ea.256p.jpg,https://pcpartpicker.com/product/Cf98TW/gskill-ripjaws-v-series-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-f4-3200c16d-16gvkb,DDR4,16
memory,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory (TF3D432G3600HC18JDC01),https://cdna.pcpartpicker.com/static/forever/images/product/9237fcfa0365e5eb8ff469015b035b2b.256p.jpg,https://pcpartpicker.com/product/P7RYcf/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-tf3d432g3600hc18jdc01,DDR4,32
memory,TEAMGROUP T-Force Delta RGB 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory (TF4D416G3600HC18JDC01),https://cdna.pcpartpicker.com/static/forever/images/product/407b6b1ede8e4f885d02f2bcf32ed131.256p.jpg,https://pcpartpicker.com/product/TBfFf7/team-t-force-delta-rgb-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tf4d416g3600hc18jdc01,DDR4,16
memory,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory (TF4D432G3600HC18JDC01),https://cdna.pcpartpicker.com/static/forever/images/product/324fe2c061140ad3c29d5027fb8d22a6.256p.jpg,https://pcpartpicker.com/product/ZRpmP6/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-tf4d432g3600hc18jdc01,DDR4,32
memory,Corsair Vengeance RGB Pro 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory (CMW32GX4M2E3200C16),https://cdna.pcpartpicker.com/static/forever/images/product/e508c7c5a301831579045f9fda179aac.256p.jpg,https://pcpartpicker.com/product/27TzK8/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-3200-memory-cmw32gx4m2e3200c16,DDR4,32
memory,Silicon Power SP016GBLFU320B22 16 GB (2 x 8 GB) DDR4-3200 CL22 Memory (SP016GBLFU320B22),https://m.media-amazon.com/images/I/41tZyzkQWTS.jpg,https://pcpartpicker.com/product/jfqPxr/silicon-power-sp016gblfu320b22-16-gb-2-x-8-gb-ddr4-3200-cl22-memory-sp016gblfu320b22,DDR4,16
memory,G.Skill Ripjaws V 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory (F4-3600C18D-32GVK),https://cdna.pcpartpicker.com/static/forever/images/product/6bd09f5257f27371c8ebf94b3a331452.256p.jpg,https://pcpartpicker.com/product/nvjNnQ/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c18d-32gvk,DDR4,32
memory,Kingston FURY Renegade 32 GB (2 x 16 GB) DDR4-3600 CL16 Memory (KF436C16RB1K2/32),https://cdna.pcpartpicker.com/static/forever/images/product/f1f362cf33c42ffd37b1458c2b86a4e5.256p.jpg,https://pcpartpicker.com/product/Y9QcCJ/kingston-fury-renegade-32-gb-2-x-16-gb-ddr4-3600-cl16-memory-kf436c16rb1k232,DDR4,32
memory,TEAMGROUP T-Create Expert 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory (TTCED432G3200HC16FDC01),https://cdna.pcpartpicker.com/static/forever/images/product/ab82ba7617245224a22e77deb7a1639a.256p.jpg,https://pcpartpicker.com/product/wNt9TW/teamgroup-t-create-expert-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-ttced432g3200hc16fdc01,DDR4,32
memory,Silicon Power XPOWER Turbine 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (SP016GXLZU320BDA),https://cdna.pcpartpicker.com/static/forever/images/product/3480c4aef651ddb7b25bd3ac1cab1d31.256p.jpg,https://pcpartpicker.com/product/zBTzK8/silicon-power-xpower-turbine-16-gb-2-x-8-gb-ddr4-3200-memory-sp016gxlzu320bda,DDR4,16
memory,Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory (CMW16GX4M2D3600C18),https://cdna.pcpartpicker.com/static/forever/images/product/2acf8a36c3350a47689e36ee924c80f7.256p.jpg,https://pcpartpicker.com/product/XWGnTW/corsair-vengeance-rgb-pro-16-gb-2-x-8-gb-ddr4-3600-memory-cmw16gx4m2d3600c18,DDR4,16
memory,G.Skill Trident Z Neo 32 GB (2 x 16 GB) DDR4-3600 CL16 Memory (F4-3600C16D-32GTZNC),https://cdna.pcpartpicker.com/static/forever/images/product/20348ef9eb7ca86600eefb50c6a56597.256p.jpg,https://pcpartpicker.com/product/w3FKHx/gskill-trident-z-neo-32-gb-2-x-16-gb-ddr4-3600-cl16-memory-f4-3600c16d-32gtznc,DDR4,32
memory,Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (CMK16GX4M2E3200C16),https://cdna.pcpartpicker.com/static/forever/images/product/ae9c14173c768f2fa9ad4d3c957e94a0.256p.jpg,https://pcpartpicker.com/product/mpx2FT/corsair-vengeance-lpx-16-gb-2-x-8-gb-ddr4-3200-memory-cmk16gx4m2e3200c16,DDR4,16
memory,TEAMGROUP Vulcan Z 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory (TLZGD416G3600HC18JDC01),https://cdna.pcpartpicker.com/static/forever/images/product/91c32e3300ee43e4f4c657d27e0d2a9b.256p.jpg,https://pcpartpicker.com/product/768bt6/team-vulcan-z-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tlzgd416g3600hc18jdc01,DDR4,16
memory,G.Skill Aegis 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (F4-3200C16D-16GIS),https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,https://pcpartpicker.com/product/mcH8TW/gskill-aegis-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-f4-3200c16d-16gis,DDR4,16
memory,Corsair Vengeance RGB Pro 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory (CMW32GX4M2E3200C16W),https://m.media-amazon.com/images/I/410IZHt25eL.jpg,https://pcpartpicker.com/product/HycG3C/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-cmw32gx4m2e3200c16w,DDR4,32
memory,Kingston FURY Beast 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory (KF432C16BBK2/32),https://cdna.pcpartpicker.com/static/forever/images/product/f5b1674c2d725945298cd1f11d305fb7.256p.jpg,https://pcpartpicker.com/product/3q2WGX/kingston-fury-beast-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-kf432c16bbk232,DDR4,32
memory,G.Skill Trident Z RGB 64 GB (2 x 32 GB) DDR4-3600 CL18 Memory (F4-3600C18D-64GTZR),https://cdna.pcpartpicker.com/static/forever/images/product/712c928dba9edee5be3380b33b612b50.256p.jpg,https://pcpartpicker.com/product/gRMTwP/gskill-trident-z-rgb-64-gb-2-x-32-gb-ddr4-3600-memory-f4-3600c18d-64gtzr,DDR4,64
memory,G.Skill Aegis 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory (F4-3200C16D-32GIS),https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,https://pcpartpicker.com/product/8BLwrH/gskill-aegis-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-f4-3200c16d-32gis,DDR4,32
memory,G.Skill Ripjaws V 32 GB (2 x 16 GB) DDR4-4000 CL18 Memory (F4-4000C18D-32GVK),https://cdna.pcpartpicker.com/static/forever/images/product/dcd11301eb1903a0859237240193174b.256p.jpg,https://pcpartpicker.com/product/dqbTwP/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-4000-cl18-memory-f4-4000c18d-32gvk,DDR4,32
memory,Corsair Vengeance LPX 8 GB (1 x 8 GB) DDR4-2400 CL16 Memory (CMK8GX4M1A2400C16),https://cdna.pcpartpicker.com/static/forever/images/product/ef1c9d46308283f227a0ba51e4179ff1.256p.jpg,https://pcpartpicker.com/product/sMbkcf/corsair-memory-cmk8gx4m1a2400c16,DDR4,8
memory,Kingston FURY Beast RGB 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (KF432C16BBAK216),https://m.media-amazon.com/images/I/41ulXuXw-nL.jpg,https://pcpartpicker.com/product/D62WGX/kingston-fury-beast-rgb-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-kf432c16bbak216,DDR4,16
memory,Corsair Vengeance RGB Pro 32 GB (4 x 8 GB) DDR4-3200 CL16 Memory (CMW32GX4M4C3200C16),https://cdna.pcpartpicker.com/static/forever/images/product/4c2ef123fb2d1ef82864c76341f83e53.256p.jpg,https://pcpartpicker.com/product/3yQG3C/corsair-vengeance-rgb-pro-32gb-4-x-8gb-ddr4-3200-memory-cmw32gx4m4c3200c16,DDR4,32
memory,Kingston FURY Beast 8 GB (1 x 8 GB) DDR4-3200 CL16 Memory (KF432C16BB8),https://m.media-amazon.com/images/I/31HXLUm6oIL.jpg,https://pcpartpicker.com/product/PkbTwP/kingston-fury-beast-8-gb-1-x-8-gb-ddr4-3200-cl16-memory-kf432c16bb8,DDR4,8
memory,TEAMGROUP T-Create Expert 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory (TTCED432G3600HC18JDC01),https://m.media-amazon.com/images/I/41QiqjSqj0L.jpg,https://pcpartpicker.com/product/GkJgXL/teamgroup-t-create-expert-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-ttced432g3600hc18jdc01,DDR4,32
memory,Kingston HyperX Fury 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (HX432C16FB3K2/16),https://cdna.pcpartpicker.com/static/forever/images/product/253be8362d567f55b4ce7672e42a6cb2.256p.jpg,https://pcpartpicker.com/product/QBrYcf/kingston-hyperx-fury-16-gb-2-x-8-gb-ddr4-3200-memory-hx432c16fb3k216,DDR4,16
memory,Crucial CT2K8G4DFRA32A 16 GB (2 x 8 GB) DDR4-3200 CL22 Memory (CT2K8G4DFRA32A),https://cdna.pcpartpicker.com/static/forever/images/product/06c2821b511af7881d5766ee7c640e5f.256p.jpg,https://pcpartpicker.com/product/qVjNnQ/crucial-ct2k8g4dfra32a-16-gb-2-x-8-gb-ddr4-3200-cl22-memory-ct2k8g4dfra32a,DDR4,16
memory,TEAMGROUP T-Force Vulcan Z 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory (TLZGD432G3200HC16FDC01),https://cdna.pcpartpicker.com/static/forever/images/product/5adb8089a7ff5f322bc5dea023e93d31.256p.jpg,https://pcpartpicker.com/product/bcnypg/team-t-force-vulcan-z-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-tlzgd432g3200hc16fdc01,DDR4,32
memory,G.Skill Ripjaws V 64 GB (2 x 32 GB) DDR4-3600 CL18 Memory (F4-3600C18D-64GVK),https://cdna.pcpartpicker.com/static/forever/images/product/f32933ead8c97b0d50b26c83dc02ae6c.256p.jpg,https://pcpartpicker.com/product/kmBhP6/gskill-ripjaws-v-64-gb-2-x-32-gb-ddr4-3600-memory-f4-3600c18d-64gvk,DDR4,64
memory,Crucial Pro 32 GB (2 x 16 GB) DDR4-3200 CL22 Memory (CP2K16G4DFRA32A),https://cdna.pcpartpicker.com/static/forever/images/product/235358800a11d646358ccb734e9efde5.256p.jpg,https://pcpartpicker.com/product/FRKscf/crucial-pro-32-gb-2-x-16-gb-ddr4-3200-cl22-memory-cp2k16g4dfra32a,DDR4,32
memory,TEAMGROUP T-Force Delta RGB 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (TF4D416G3200HC16CDC01),https://cdna.pcpartpicker.com/static/forever/images/product/dcfeea29bbbd34d8cf34a7861e35fdac.256p.jpg,https://pcpartpicker.com/product/Zz3H99/teamgroup-t-force-delta-rgb-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-tf4d416g3200hc16cdc01,DDR4,16
memory,TEAMGROUP T-Create Classic 16 GB (2 x 8 GB) DDR4-3200 CL22 Memory (TTCCD416G3200HC22DC01),https://cdna.pcpartpicker.com/static/forever/images/product/c55feafbcea07e706822193c6d344a84.256p.jpg,https://pcpartpicker.com/product/ckJgXL/team-t-create-classic-16-gb-2-x-8-gb-ddr4-3200-cl22-memory-ttccd416g3200hc22dc01,DDR4,16
memory,G.Skill Ripjaws V 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory (F4-3600C18D-16GVK),https://cdna.pcpartpicker.com/static/forever/images/product/e5e3c1ef6198d9cbf66712ed5a0f45f0.256p.jpg,https://pcpartpicker.com/product/n6RgXL/gskill-ripjaws-v-16-gb-2-x-8-gb-ddr4-3600-memory-f4-3600c18d-16gvk,DDR4,16
memory,Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3600 CL16 Memory (CMK16GX4M2D3600C16),https://cdna.pcpartpicker.com/static/forever/images/product/a6bc524a20044391ce45243b01ea1694.256p.jpg,https://pcpartpicker.com/product/6cZzK8/corsair-vengeance-lpx-16-gb-2-x-8-gb-ddr4-3600-cl16-memory-cmk16gx4m2d3600c16,DDR4,16
memory,Corsair Vengeance LPX 256 GB (8 x 32 GB) DDR4-3600 CL18 Memory (CMK256GX4M8D3600C18),https://cdna.pcpartpicker.com/static/forever/images/product/8ccbf3dbd4944b9686c9b459c21a5052.256p.jpg,https://pcpartpicker.com/product/g4GnTW/corsair-vengeance-lpx-256-gb-8-x-32-gb-ddr4-3600-memory-cmk256gx4m8d3600c18,DDR4,256
memory,G.Skill Trident Z RGB 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (F4-3200C16D-16GTZR),https://m.media-amazon.com/images/I/41W2Vvt5MoL.jpg,https://pcpartpicker.com/product/ybrcCJ/gskill-tridentz-rgb-16gb-2-x-8gb-ddr4-3200-memory-f4-3200c16d-16gtzr,DDR4,16
memory,G.Skill Trident Z Royal 32 GB (2 x 16 GB) DDR4-3600 CL19 Memory (F4-3600C19D-32GTRS),https://cdna.pcpartpicker.com/static/forever/images/product/5f0811018cd80527d23610ce976a39ce.256p.jpg,https://pcpartpicker.com/product/sNrmP6/gskill-trident-z-royal-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c19d-32gtrs,DDR4,32
memory,Corsair Vengeance RGB Pro 32 GB (4 x 8 GB) DDR4-3200 CL16 Memory (CMW32GX4M4C3200C16W),https://cdna.pcpartpicker.com/static/forever/images/product/4a3188102447720082ab1fc63606662f.256p.jpg,https://pcpartpicker.com/product/vZrmP6/corsair-vengeance-rgb-pro-32gb-4-x-8gb-ddr4-3200-memory-cmw32gx4m4c3200c16w,DDR4,32
memory,Silicon Power XPOWER Turbine 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory (SP032GXLZU320BDA),https://m.media-amazon.com/images/I/411HKKMg0IL.jpg,https://pcpartpicker.com/product/w98bt6/silicon-power-xpower-turbine-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-sp032gxlzu320bda,DDR4,32
memory,ADATA XPG SPECTRIX D50 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (AX4U32008G16A-DW50),https://cdna.pcpartpicker.com/static/forever/images/product/cf2342d4b65626a38d05349ec71c82df.256p.jpg,https://pcpartpicker.com/product/qqjBD3/adata-xpg-spectrix-d50-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-ax4u32008g16a-dw50,DDR4,16
memory,TEAMGROUP T-Force Delta RGB 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (TF3D416G3200HC16CDC01),https://m.media-amazon.com/images/I/419QA+oc1-L.jpg,https://pcpartpicker.com/product/2bJtt6/teamgroup-t-force-delta-rgb-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-tf3d416g3200hc16cdc01,DDR4,16
memory,Kingston ValueRAM 4 GB (1 x 4 GB) DDR4-3200 CL22 Memory (KVR32N22S6/4),https://cdna.pcpartpicker.com/static/forever/images/product/0b55d305b251ab6c70bb68b2bb8ba692.256p.jpg,https://pcpartpicker.com/product/KdzFf7/kingston-valueram-4-gb-1-x-4-gb-ddr4-3200-cl22-memory-kvr32n22s64,DDR4,4
memory,G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-3600 CL16 Memory (F4-3600C16D-32GTZRC),https://cdna.pcpartpicker.com/static/forever/images/product/651e52933a7f98c203f3f1a88ff442cb.256p.jpg,https://pcpartpicker.com/product/jxH8TW/gskill-trident-z-rgb-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c16d-32gtzrc,DDR4,32
memory,Corsair Vengeance RGB Pro 64 GB (4 x 16 GB) DDR4-3600 CL18 Memory (CMW64GX4M4D3600C18),https://cdna.pcpartpicker.com/static/forever/images/product/d851f1857c811d660d397c40970b77b8.256p.jpg,https://pcpartpicker.com/product/X7xbt6/corsair-vengeance-rgb-pro-64-gb-4-x-16-gb-ddr4-3600-cl18-memory-cmw64gx4m4d3600c18,DDR4,64
memory,Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3000 CL15 Memory (CMK16GX4M2B3000C15),https://cdna.pcpartpicker.com/static/forever/images/product/b74fce92829b66b67e486f58a92337f4.256p.jpg,https://pcpartpicker.com/product/MYH48d/corsair-memory-cmk16gx4m2b3000c15,DDR4,16
memory,Klevv BOLT X 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory (KD48GU880-36A180U),https://cdna.pcpartpicker.com/static/forever/images/product/c242f1fa9979a24196b8bd732b1bb443.256p.jpg,https://pcpartpicker.com/product/QGbTwP/klevv-bolt-x-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-kd48gu880-36a180u,DDR4,16
memory,TEAMGROUP Elite 32 GB (2 x 16 GB) DDR4-3200 CL22 Memory (TED432G3200C22DC01),https://cdna.pcpartpicker.com/static/forever/images/product/4cfa024bd7a1139c40785a2ce59cb4b4.256p.jpg,https://pcpartpicker.com/product/wnbCmG/team-elite-32-gb-2-x-16-gb-ddr4-3200-cl22-memory-ted432g3200c22dc01,DDR4,32
memory,TEAMGROUP T-Create Expert 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (TTCED416G3200HC16FDC01),https://cdna.pcpartpicker.com/static/forever/images/product/ab82ba7617245224a22e77deb7a1639a.256p.jpg,https://pcpartpicker.com/product/MRcG3C/teamgroup-t-create-expert-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-ttced416g3200hc16fdc01,DDR4,16
memory,Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory (CMK16GX4M2B3200C16W),https://cdna.pcpartpicker.com/static/forever/images/product/6ee2c0fe41113a95d689a1370abab55c.256p.jpg,https://pcpartpicker.com/product/jjZ2FT/corsair-vengeance-lpx-16gb-2-x-8gb-ddr4-3200-memory-cmk16gx4m2b3200c16w,DDR4,16
memory,Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory (CMW16GX4M2D3600C18W),https://cdna.pcpartpicker.com/static/forever/images/product/e2d6ff067a5e1c2e9e019e811704e195.256p.jpg,https://pcpartpicker.com/product/zgpmP6/corsair-vengeance-rgb-pro-16-gb-2-x-8-gb-ddr4-3600-memory-cmw16gx4m2d3600c18w,DDR4,16
memory,Corsair Vengeance LPX 32 GB (4 x 8 GB) DDR4-3600 CL18 Memory (CMK32GX4M4D3600C18),https://cdna.pcpartpicker.com/static/forever/images/product/65301be7e92d010b934e9e256356d986.256p.jpg,https://pcpartpicker.com/product/mtXnTW/corsair-vengeance-lpx-32-gb-4-x-8-gb-ddr4-3600-memory-cmk32gx4m4d3600c18,DDR4,32
